Nome;indirizzo;latitudine;longitudine;id_scheda;descrizione breve;descrizione estesa;macro zona;zona;sotto categoria;civico;cap;città;provincia;note;accessibilità;telefono;email;sito;orari generici;orario Lunedì;orario Martedì;orario Mercoledì;orario Giovedì;orario Venerdì;orario Sabato;orario Domenica;geopoint
Tamburini;Via Caprarie, 1/a - 40124;44.493874;11.345585;1173;All’angolo con Drapperie, dove c’è la lapide dedicata a Padre Marella - che in questo punto raccoglieva le offerte per i poveri - ci sono le invitanti vetrine e l’entrata all’antica salsamenteria Tamburini.;All’angolo con Drapperie, dove si trova la lapide dedicata a Padre Marella - che in questo punto raccoglieva le offerte per i poveri - ci sono le invitanti vetrine e l’entrata all’antica salsamenteria Tamburini. Dal 1932, rilevando un’attività già presente dal 1860, la famiglia propone i prodotti tipici della salumeria tradizionale e le specialità culinarie bolognesi, dai notissimi tortellini alle ricette più ricercate e particolari, con uno spazio di degustazione.;Bologna;;Luoghi di shopping;;;;BO;;;+39 051 234726;tambinfo@tin.it;http://www.tamburini.com;;8:30-20:00;8:30-20:00;8:30-20:00;8:30-20:00;8:30-20:00;8:30-20:00;10:00-18:30;44.493874, 11.345585
Regia Accademia Filarmonica di Bologna - Palazzo Carrati;Via Guerrazzi, 13 - 40125;44.491262;11.351095;1205;"Con lo scopo di radunare musici professionisti il nobile Vincenzo Maria Carrati fondò nel 1666 l'Accademia Filarmonica di Bologna. Quale patrono fu scelto S. Antonio da Padova, come stemma un organo con il motto ""Unitate melos"".";"La Regia Accademia Filarmonica di Bologna, fondata nel 1666 con il motto “unitate melos” ovvero “musica nella condivisione”, diventò sotto la guida di Padre Martini nel ‘700 una delle più alte istituzioni musicali europee, tanto da ospitare anche Mozart che ottenne qui il diploma di “Maestro compositore”. 
L’Accademia conserva nei saloni di Palazzo Carrati anche un Archivio, che, visitabile su appuntamento, custodisce un inestimabile patrimonio documentario e bibliografico tra atti, libri e manoscritti. 
Progetto di punta dell’Accademia è l’Orchestra Mozart, diretta fino al 2014 da Claudio Abbado.";Bologna;S. Stefano;Torri, edifici storici;;;;BO;;;+39 051-222997 Segreteria;segreteria@accademiafilarmonica.it;http://www.accademiafilarmonica.it;"Segreteriaapertura al pubblico il lunedì, mercoledì e venerdì dalle 10 alle 13 e il martedì e il giovedì dalle 15 alle 19.
Archivio e Bibliotecatel/Fax +39 051 6486261archivio@accademiafilarmonica.itapertura al pubblico: lunedì dalle 14 alle 19; martedì dalle 8.30 alle 12.30.
E' necessario fissare un appuntamento via email.";;;;;;;;44.491262, 11.351095
Museo Enzo Ferrari;Via Paolo Ferrari, 85 - 41122;44.651505;10.935625;1206;Complesso museale nato a Modena nel 2012 strutturato in due edifici: la casa in cui nacque Enzo Ferrari nel 1989 e una nuova galleria espositiva che avvolge la Casa Natale.;Il Museo Enzo Ferrari è un complesso museale nato a Modena nel 2012 e strutturato in due edifici: la casa in cui nacque Enzo Ferrari nel 1898 è vista come generatore culturale e baricentro architettonico dell’intera area museale. Di fronte ad essa è stata realizzata una nuova galleria espositiva che avvolge la Casa Natale. Questa struttura è stata soggetta ad un restauro che le ha restituito la veste originale e conserva ancora sia il corpo abitativo che il laboratorio-officina. All'interno immagini, filmati inediti e preziosi cimeli narrano la vita di Enzo Ferrari uomo, pilota e costruttore, lungo un secolo di storia, il Novecento. La seconda struttura, la nuova galleria espositiva, ospita un allestimento flessibile che rappresenta la storia, gli attori, i luoghi e le competizioni dell’automobilismo sportivo modenese. Le auto, protagoniste dell’allestimento ed esposte come opere d’arte su pedane di design, sono periodicamente sostituite in relazione alle mostre temporanee organizzate con una modalità espositiva rinnovabile e sono accompagnate da espositori che ospitano documentazione, oggetti e contributi audio-video riferiti all’automobilismo modenese. È possibile visitare sia il Museo Enzo Ferrari di Modena che il Museo Ferrari di Maranello. Chi volesse visitarli entrambi, può acquistare un unico biglietto a prezzo ridotto. dal sito museomodena.ferrari.com/it e da www.motorvalley.it;;;Musei e Collezioni;;;;BO;;;+39 059 4397979;biglietteriamef@ferrari.com;http://museomodena.ferrari.com/it/;Dal 1 aprile al 31 ottobre: tutti i giorni (festivi compresi) il museo chiude alle 19Chiusura festiva: 25 dicembre, 1° gennaio.;9:30-18:00;9:30-18:00;9:30-18:00;9:30-18:00;9:30-18:00;9:30-18:00;9:30-18:00;44.651505, 10.935625
Palazzo Ronzani;Via Francesco Rizzoli, 1 - 40124;44.494541;11.344084;1219;Realizzato nel primo decennio del ‘900 da Gualtiero Pontoni fece parte del nucleo di palazzi eleganti sorti a cavallo dei due secoli secondo il progetto urbanistico di valorizzazione dell'immagine delle torri Garisenda e Asinelli.;Realizzato nel primo decennio del ‘900 da Gualtiero Pontoni fece parte del nucleo di palazzi eleganti sorti a cavallo dei due secoli secondo il progetto urbanistico di valorizzazione dell'immagine delle torri Garisenda e Asinelli. Il palazzo fa angolo con le logge cinquecentesche del portico del Pavaglione e presenta un pastiche di materiali e stili: curiosa e pregevole la pensilina liberty in ferro battuto per l'attesa del tram, di Umberto Costanzini, 1921. Ha mantenuto una certa duttilità ospitando abitazioni, uffici, studi professionali, spazi commerciali (Bologna, Touring Editore 2013). Nel 1914 venne inaugurato al piano terra anche il Teatro Modernissimo poi diventato Cinema Arcobaleno la cui attività è cessata diversi anni fa. Attuamente, il piano terreno è sede di una raffinata gioielleria-orologeria, inserita nell’albo delle botteghe storiche.;Bologna;;Torri, edifici storici;;;;BO;;;;;;;;;;;;;;44.494541, 11.344084
Antichità Barberia;Via Barberia, 8/a - 40123;44.491613;11.33873;1232;Opere per il collezionismo ed elementi d'arredo;"La galleria opera negli spazi recentemente rinnovati di via Barberia a pochi passi da Piazza Maggiore. Fu inaugurata dai genitori nel 1984 prediligendo l’antiquariato italiano. Nel 1999 Fabio e Susanna Venturoli rilevano la gestione familiare, selezionando opere per il collezionismo ed elementi d'arredo, con interessi che dall’antiquariato si sono ampliati al Novecento e al Contemporaneo. Consulenti Tecnici presso il Tribunale di Bologna; inoltre svolgono attività di consulenza per fondazioni, associazioni ed enti pubblici. Associati e consiglieri della FIMA.";Bologna;;Musei e Collezioni;;;;BO;;;+39 051 332472;info@antichitabarberia.com;http://www.antichitabarberia.com;"lunedì: 16.00 - 19.00
martedì - domenica: 10.00 - 13.30 e 16.00 - 19.00
chiusura: lunedì mattina";;;;;;;;44.491613, 11.33873
Centro Universitario Sportivo Terrapieno-Palacus;Via del Carpentiere 44 e Via del Terrapieno, 27 - 40127;44.503651;11.389509;1249;Palazzetto polivalente, composto da una struttura coperta (Palacus) e da un impianto all'aperto.;Palazzetto polivalente. Calcio a 11, calcio a 7, calcio a 5, tennis, Atletica Leggera, Running, Basket, Volley, Scherma, Hockey indoor, Ultimate Frisbee.;Bologna;;Luoghi di sport e motori;;;;BO;;;"+390514212612; +393481414143 (custode Pino 16-23.30 lun-ven)";cusb.promo2@unibo.it;https://cusb.unibo.it/it/servizi-e-impianti/centro-universitario-sportivi-terrapieno-palacus;Per info su tesseramento, utilizzo campi, possibilità eventi privati ecc. +390514212611 dalle 9.00 alle 14.00 - dalle 14.30 alle 17.00;;;;;;;;44.503651, 11.389509
Casa Sforno;Piazza Santo Stefano, 15 - 40125;44.492279;11.348112;1255;Questo palazzo ospitò l’abitazione, l’oratorio privato e il banco di prestito della famiglia Sforno, ebrei originari di Barcellona, trasferitisi a Bologna nel XV secolo.;"Questo palazzo ospitò l’abitazione, l’oratorio privato e il banco di prestito della famiglia Sforno, ebrei originari di Barcellona, trasferitisi a Bologna nel XV secolo. La famiglia Sforno si distinse per l’alto livello culturale dei suoi componenti. Tra loro Ovadyah Servadio, eminente rabbino e intellettuale, filosofo, fisico e commentatore di testi bibilici dell’ultimo Medioevo. A Bologna esercitò la professione medica e l’attività di rabbino; fondò e diresse fino alla morte (1550) una scuola di studi talmudici.";Bologna;;Torri, edifici storici;;;;BO;;;;;;;;;;;;;;44.492279, 11.348112
Giardino di Villa delle Rose;via Saragozza 232, 234 - 40135;44.49009;11.311908;1277;Una bella scalinata a più rampe e un sinuoso viale di platani poco lontano sono gli accessi che, da via Saragozza, risalgono il breve pendio verso la villa, ornata da un elegante loggiato (fu costruita nel ‘700 come casa di villeggiatura della famiglia Cella).;"Una bella scalinata a più rampe e un sinuoso viale di platani poco lontano sono gli accessi che, da via Saragozza, risalgono il breve pendio verso la villa, ornata da un elegante loggiato (fu costruita nel ‘700 come casa di villeggiatura della famiglia Cella). Nel piazzale davanti all’edificio spicca un superbo esemplare di faggio; tutt’intorno sono disposte varie opere scultoree risalenti alla fine dell’‘800 e ai primi decenni del ‘900. Il parco, che si estende per poco meno di due ettari sulle prime pendici del colle della Guardia, è caratterizzato dalla presenza di un giardino ornamentale di sempreverdi soprattutto esotici (abeti di Spagna, tassi, cipressi, cedri, magnolie, pini, un’araucaria), siepi di Poncirus trifoliata e tasso, uno scenografico viale di ippocastani. Donata al Comune di Bologna nel 1916, la villa è stata per lunghi periodi sede della Galleria d’Arte Moderna, di cui oggi ospita mostre temporanee. Testo tratto dal sito di Salaborsa Bologna";Bologna;;Parchi e natura;;;;BO;;;;;;;;;;;;;;44.49009, 11.311908
Parco di Monte Paderno;Via dei Colli - 40136;44.473212;11.338086;1279;Si estende sulla parte sommitale di Monte Paderno (359 m), un piccolo rilievo tra i più frequentati della collina bolognese.;Si estende sulla parte sommitale di Monte Paderno (359 m), un piccolo rilievo tra i più frequentati della collina bolognese. La via del Forte, che conduce alla cima, ricorda una delle fortificazioni postunitarie a difesa della città. Le cavedagne e i sentieri del parco attraversano estesi boschi, freschi o più asciutti secondo l'esposizione, fitti arbusteti, grandi prati segnati da vecchi filari da frutto o da macchie di alberi messi a dimora più di recente. L’alternarsi di questi ambienti disegna un paesaggio nel quale le aree che testimoniano della passata attività agricola si integrano gradevolmente con altre destinate alla progressiva evoluzione naturale della vegetazione. Dal parco si godono bei panorami sulle zone circostanti, come i caratteristici calanchi che si estendono ai piedi del monte (furono visitati da Goethe nell’ottobre del 1786 per raccogliere campioni di baritina, un minerale noto per secoli come pietra fosforica di Paderno). Della vicina chiesa, dedicata a S. Apollinare, si hanno notizie dal ‘200. L’apertura del parco, che ha una superficie di 27 ettari, è avvenuta nel 1974 Testo tratto dal sito di Salaborsa Bologna;Bologna;;Parchi e natura;;;;BO;;;;;;;;;;;;;;44.473212, 11.338086
Museo Tolomeo;Istituto dei Ciechi “Francesco Cavazza” - Via Castiglione, 71 - 40124;44.486338;11.348214;1316;Il Museo Tolomeo, ospitato in una sala dell’Istituto dei Ciechi Francesco Cavazza, raccoglie diversi oggetti, tecnologici e non, che hanno attraversato la storia del Cavazza e si sono intrecciati con la vita della città di Bologna.;Il Museo Tolomeo, ospitato in una sala dell’Istituto dei Ciechi Francesco Cavazza, raccoglie diversi oggetti, tecnologici e non, che hanno attraversato la storia del Cavazza e si sono intrecciati con la vita della città di Bologna. Un ambiente tra installazione intermediale interattiva e arte ambientale. La sala museale ha un commento sonoro che oltre ad essere una descrizione audio degli oggetti esposti è la colonna portante di una drammaturgia che racconta gli oggetti stessi: un doppio canale, visivo e tattile/acustico. Il Museo Tolomeo non raccoglie solo beni materiali ma anche sostanze immateriali: a fianco di opere d’arte, ritratti, oggetti di qualche collezionismo sono raccontate storie ed esperienze che declinano la storia più ampia della città di Bologna, secondo diversi punti di vista.;Bologna;S. Stefano;Musei e Collezioni;;;;BO;;;+39 051 332090;istituto@cavazza.it;http://www.cavazza.it;Visite su appuntamento;;;;;;;;44.486338, 11.348214
Chiesa parrocchiale Corpus Domini;Viale Lincoln,  7 - 40139;44.482245;11.389645;1354;La parrocchia del Corpus Domini, eretta dal Card. Poma nel 1975 nella periferia Sud-Est di Bologna (in zona Fossolo 2) e sita in viale Lincoln 7 a Bologna, ha ora la sua chiesa definitiva, progettata dall'Architetto Umberto Spagnoli.;La parrocchia del Corpus Domini, eretta dal Card. Poma nel 1975 nella periferia Sud-Est di Bologna (in zona Fossolo 2) e sita in viale Lincoln 7 a Bologna, ha ora la sua chiesa definitiva, progettata dall'Architetto Umberto Spagnoli. Nella notte di Natale 2009 la chiesa definitiva è stata aperta al culto, dopo meno di due anni di cantiere. È così stato raggiunto l’obiettivo del parroco, Mons. Aldo Calanchi, e della comunità parrocchiale, cioè edificare una nuova chiesa che fosse al primo sguardo riconoscibile come tale e che fosse anche bella.;Bologna;;Edifici Religiosi;;;;BO;;;+39 051 540017;;;"(inverno) lunedì - domenica: dalle 8,00 alle 20,00; (estate) lunedì - domenica: dalle 8,00 alle 23,00 circa.
Durante le funzioni religiose la visita turistica potrebbe essere limitata o sospesa. Gli orari potrebbero subire lievi modifiche.";;;;;;;;44.482245, 11.389645
Palazzo Marescotti Brazzetti;Via Barberia, 4 - 40123;44.491493;11.3392;1356;Progettato da Giovanni Beroaldo sulle rovine di precedenti costruzioni, arricchito nel corso dei secoli dagli affreschi dei Rolli, del Caccioli e dal grandioso scalone barocco opera di Gian Giacomo Monti, nel 1997 è stato acquisito dall’Alma Mater Studiorum che ne ha curato l’attuale restauro dal 2003 alla fine del 2007.;Progettato da Giovanni Beroaldo sulle rovine di precedenti costruzioni, Palazzo Marescotti Brazzetti vanta una storia antichissima: all’epoca di Carlo V, era ancora lontano dallo splendore odierno, che acquisì a fine Seicento (1680). In origine i Marescotti, lardaroli, tenevano bottega di fianco alle loro case, all’angolo tra via Barberia e via Collegio di Spagna. Nei primi anni del ’500 il palazzo è un aggregato di edifici minori. L’assetto attuale degli spazi monumentali, che si sviluppano in 5.200 mq, si deve principalmente all’ultimo dei Marescotti del ramo senatorio, l’ambizioso e colto Raniero (1640-1690) che fa realizzare le bellissime sale decorate a stucchi e ad affresco e uno scalone monumentale barocco, capolavoro di Gian Giacomo Monti . Il complesso architettonico ha subìto in tempi recenti diverse modificazioni. Estinta la famiglia, nel 1947 il palazzo fu acquistato dal Partito Comunista Italiano, il quale – dopo un’incisiva ristrutturazione – vi collocò la Federazione Provinciale del PCI, l’Istituto Gramsci e la redazione dell’«Unità». Il palazzo passa nel 1997 all’Alma Mater Studiorum, che nel 2003 inizia i lavori di restauro, conclusi alla fine del 2007.;Bologna;;Torri, edifici storici;;;;BO;;;;;;;;;;;;;;44.491493, 11.3392
